TATO RADKA JE K NICEMU
inkoust;Haleluka;-1;-1;0;0;-1;-1;-1;-1;-1;-1
cibulka;Stará_garda;-1;-1;0;0;-1;-1;-1;-1;-1;-1
motorka;Zajdové;-1;-1;0;0;-1;-1;-1;-1;-1;-1
kladivo;Babči;-1;-1;0;0;-1;-1;-1;-1;-1;-1
